fulcrum_id,latitude,longitude,name_of_surveyor,date_of_survey,type_of_disaster,site_id,project,photos,photos_caption,photos_url,total_damage_rating,gps_pin,street_address_sub_thoroughfare,street_address_thoroughfare,street_address_suite,street_address_locality,street_address_sub_admin_area,street_address_admin_area,street_address_postal_code,street_address_country,street_address_full,building_use,building_use_other,number_of_stories,age_yrs,attached_garage,roof_shape,roof_shape_other,roof_cover_format,roof_cover_format_other,roof_cover_material,roof_cover_material_other,roof_framing,roof_framing_other,structural_wall,structural_wall_other,wall_covercladding,wall_covercladding_other,structure_elevated,height_above_grade,shuttersstorm_panels,hurricane_clips,damage_cause,damage_cause_other,roof_cover_dmg,roof_sheathing_dmg,roof_framing_dmg,wall_cover_dmg,wall_sheathing_dmg,wall_framingstructure_dmg,windows_dmg,garage_door_dmg,patio_doors_dmg,entry_doors_dmg,structure_usable,notes,qc_id,qc_code,qc_notes
3f79d10c-f20c-415f-86fc-ed41c337e656,27.97050007,-97.13062325,Daan Liang,9/17/2017,Hurricane,HH-091717-S0009-DL,CMMI-1266418,"8ce7beec-ab1f-468b-82db-82f891c15dc5,0d577caa-87a2-45ac-93e0-b20373681bc6,35d9fff7-4d13-4ff1-a51e-801b96e2b96b,4cceefd1-b673-433f-9a79-882af09ef24e,133834b1-569d-400e-b9de-041753ee1047",",,,,",https://web.fulcrumapp.com/photos/view?photos=8ce7beec-ab1f-468b-82db-82f891c15dc5%2C0d577caa-87a2-45ac-93e0-b20373681bc6%2C35d9fff7-4d13-4ff1-a51e-801b96e2b96b%2C4cceefd1-b673-433f-9a79-882af09ef24e%2C133834b1-569d-400e-b9de-041753ee1047,3=Severe,,1531,State Highway 188,,Aransas Pass,Aransas,TX,78336,US,1531 State Highway 188 Aransas Pass Aransas TX 78336 US,Business,,1,,yes,Flat,,Panels,,Metal,,CF Steel,,CF Steel,,Metal,,no,,no,no,Wind,,0%,0%,0%,25%,25%,25%,0%,yes,n/a,no,no,Unit A18,BW,2a,Updated construction and damage information 
ed8fc41c-60a0-4f99-8239-e61e9c6281a4,27.97006609,-97.13077546,Steve Cai,9/17/2017,Hurricane,HH-091717-S0002-SC,CMMI-1266418,"e7e836bf-978e-4865-aab8-96771ed2a871,9f577c0d-e13c-4a46-bc6e-3e56284898e8,53a35f20-aea1-48bc-bd60-2df350cfc693",",,",https://web.fulcrumapp.com/photos/view?photos=e7e836bf-978e-4865-aab8-96771ed2a871%2C9f577c0d-e13c-4a46-bc6e-3e56284898e8%2C53a35f20-aea1-48bc-bd60-2df350cfc693,4=Total,,1531,State Highway 188,,Aransas Pass,Aransas,TX,78336,US,1531 State Highway 188 Aransas Pass Aransas TX 78336 US,Business,,1,40,yes,Flat,,Panels,,Metal,,Structural Steel,,Structural Steel,,Metal,,no,,no,n/a,Wind,,100%,100%,100%,75%,75%,75%,0%,yes,n/a,no,no,"The upstream is open so wind is stronger, caused total structural failure. The other similar structures are in much better shape.",BW,2a,Updated construction and damage information 
30ac8a86-094e-4a76-a2e6-272f5869a19a,27.960775,-97.103299,Daan Liang,9/17/2017,Hurricane,HH-091717-S0010-DL,CMMI-1266418,"5d924cde-1ec4-408d-affe-90ee3ef68a05,91be41b0-84a1-46f9-83a4-f3b5a51c3b31,be23692e-cbfa-4611-95eb-4336d7bd4c07,162d9196-830e-46cf-8ef7-612b7bec0a3d,54c05bc2-1f9a-4cb4-9536-fec9e360efff,307c807a-b73a-4051-9f10-6290c037441f",",,,,,",https://web.fulcrumapp.com/photos/view?photos=5d924cde-1ec4-408d-affe-90ee3ef68a05%2C91be41b0-84a1-46f9-83a4-f3b5a51c3b31%2Cbe23692e-cbfa-4611-95eb-4336d7bd4c07%2C162d9196-830e-46cf-8ef7-612b7bec0a3d%2C54c05bc2-1f9a-4cb4-9536-fec9e360efff%2C307c807a-b73a-4051-9f10-6290c037441f,4=Total,,4427,Highway 35 S,,Rockport,Aransas,TX,78382,US,4427 Highway 35 S Rockport Aransas TX 78382 US,Single Family,,1,72,no,Flat,,Panels,,Metal,,Metal Joist,,CF Steel,,Metal,,no,,no,n/a,Wind,,100%,100%,100%,100%,100%,100%,100%,n/a,n/a,yes,no,Trailer home,BW,2a,Updated construction and damage information. Combined with record from SC
5776d25d-1bf4-4d58-a538-1336f22f0f5d,27.95996008,-97.10395094,Steve Cai,9/17/2017,Hurricane,HH-091717-S0004-SC,CMMI-1266418,"147cd01a-aa12-40d1-8587-cc349e686eac,2bf768ca-3a53-4f22-8d94-115684b4b514,0f352ad7-0631-4bd2-9289-d512080ce8de,b795f149-a96a-4644-9d64-75ca3adb3e47,49641fb1-2bc2-494f-a655-b8b1a61d5ad4,7d1238e3-2ee5-4d88-9d4a-60e47e44db82,db91f479-7304-49c7-a9f6-bc008aa91673",",,,,,,",https://web.fulcrumapp.com/photos/view?photos=147cd01a-aa12-40d1-8587-cc349e686eac%2C2bf768ca-3a53-4f22-8d94-115684b4b514%2C0f352ad7-0631-4bd2-9289-d512080ce8de%2Cb795f149-a96a-4644-9d64-75ca3adb3e47%2C49641fb1-2bc2-494f-a655-b8b1a61d5ad4%2C7d1238e3-2ee5-4d88-9d4a-60e47e44db82%2Cdb91f479-7304-49c7-a9f6-bc008aa91673,2=Moderate,,4433,Highway 35 S,,Rockport,Aransas,TX,78382,US,4433 Highway 35 S Rockport Aransas TX 78382 US,Business,,1,,yes,Flat,,Panels,,Metal,,Structural Steel,,Structural Steel,,Metal,,no,,no,n/a,Wind,,10%,0%,0%,25%,0%,0%,0%,no,n/a,no,yes,Dollar general building. Backwall metal cover failure cause internal pressure,BW,2a,Confirmed construction and damage information
a9b486a8-9430-4857-a2ca-451f38f428f4,27.96908855,-97.08950523,Steve Cai,9/17/2017,Hurricane,HH-091717-S0005-SC,CMMI-1266418,"c0b884f4-b250-45e1-9dde-6db14875b945,04c10631-fe2c-4979-b049-45d9568a68d6,6a0e929d-a22e-4118-a082-6cd3e62db839,ee44d5d7-2578-4369-b358-36f11077a209,1983987f-a4a9-42cf-983e-4e74f800db76",",,,,",https://web.fulcrumapp.com/photos/view?photos=c0b884f4-b250-45e1-9dde-6db14875b945%2C04c10631-fe2c-4979-b049-45d9568a68d6%2C6a0e929d-a22e-4118-a082-6cd3e62db839%2Cee44d5d7-2578-4369-b358-36f11077a209%2C1983987f-a4a9-42cf-983e-4e74f800db76,4=Total,,170,Port Ave,,Rockport,Aransas,TX,78382,US,170 Port Ave Rockport Aransas TX 78382 US,,Park restroom. Bathroom,1,12,no,Gable,,Shingles,,Asphalt,,Wood,,Concrete,,,Paint over concrete blocks,no,,no,n/a,Wind,,100%,100%,100%,0%,0%,0%,0%,no,no,no,no,Whole roof is gone due to connection failure,BW,2a,Updated construction and damage information. Changed damage level to total
a6c1cc69-615d-4a18-9790-d518870c877c,27.964309,-97.091981,Daan Liang,9/17/2017,Hurricane,HH-091717-S0011-DL,CMMI-1266418,"459b9a38-9205-46ae-89c8-ff010e75feb3,d5c725df-5422-4aa6-9a82-1df3fa973fcc,0680f56e-a53b-458b-8f63-016f9def38c9,f1458ace-6503-4caa-8bd4-4ec36cfa121c",",,,",https://web.fulcrumapp.com/photos/view?photos=459b9a38-9205-46ae-89c8-ff010e75feb3%2Cd5c725df-5422-4aa6-9a82-1df3fa973fcc%2C0680f56e-a53b-458b-8f63-016f9def38c9%2Cf1458ace-6503-4caa-8bd4-4ec36cfa121c,1=Minor,,141,Ocean Dr,,Rockport,Aransas,TX,78382,US,141 Ocean Dr Rockport Aransas TX 78382 US,Single Family,,1,13,yes,Hip,,Shingles,,Asphalt,,Wood,,Wood Frame,,Hardie Board Siding,,yes,8,no,n/a,Wind,,0%,0%,0%,0%,0%,0%,0%,yes,no,no,yes,n/a,BW,2a,Confirmed construction and damage information
b1042eef-2b68-426b-be79-601a5a500b63,27.964688,-97.092297,Thang Dao,9/17/2017,Hurricane,HH-091717-S0001-TD,CMMI-1266418,4642d675-4616-44a9-b990-e75c61ecc736,,https://web.fulcrumapp.com/photos/view?photos=4642d675-4616-44a9-b990-e75c61ecc736,0=No Damage,,311,Windjammer St,,Rockport,Aransas,TX,78382,US,311 Windjammer St Rockport Aransas TX 78382 US,Single Family,,2,12,yes,Hip,,Shingles,,Asphalt,,Wood,,Wood Frame,,Wood Siding,,no,,no,yes,,,0%,0%,0%,0%,0%,0%,0%,no,no,no,yes,n/a,BW,2a,Confirmed construction and damage information
297ab0c6-6d14-4527-95aa-58b086b2db41,27.964963,-97.092791,Thang Dao,9/17/2017,Hurricane,HH-091717-S0002-TD,CMMI-1266418,adf4caab-add5-4139-b78c-b4995e514c49,,https://web.fulcrumapp.com/photos/view?photos=adf4caab-add5-4139-b78c-b4995e514c49,2=Moderate,,305,Windjammer St,,Rockport,Aransas,TX,78382,US,305 Windjammer St Rockport Aransas TX 78382 US,Single Family,,2,34,yes,Gable,,Shingles,,Asphalt,,Wood,,Wood Frame,,Vinyl Siding,,no,,yes,yes,Wind,,50%,25%,0%,0%,0%,0%,0%,no,n/a,no,yes,n/a,BW,2a,Updated damage level from Minor to Moderate
26083738-b52e-4854-b993-0267a4dd3df8,27.96460663,-97.09186633,Steve Cai,9/17/2017,Hurricane,HH-091717-S0006-SC,CMMI-1266418,"98de8116-b35e-40b9-913a-2bf4f1ab7562,c1cf5ce1-60e0-4479-b69e-4d546d366436,3e539160-66ea-4129-86c9-b0ee07502541,47796de2-6e9c-43a5-869f-fd02163783dd,63774c0b-4eb6-48b5-9735-ed1c4d388362",",,,,",https://web.fulcrumapp.com/photos/view?photos=98de8116-b35e-40b9-913a-2bf4f1ab7562%2Cc1cf5ce1-60e0-4479-b69e-4d546d366436%2C3e539160-66ea-4129-86c9-b0ee07502541%2C47796de2-6e9c-43a5-869f-fd02163783dd%2C63774c0b-4eb6-48b5-9735-ed1c4d388362,0=No Damage,,139,Ocean Dr,,Rockport,Aransas,TX,78382,US,139 Ocean Dr Rockport Aransas TX 78382 US,Single Family,,1,0,yes,Hip,,Shingles,,,,Wood,,Wood Frame,,,,yes,8,no,n/a,,,0%,0%,0%,0%,0%,0%,0%,no,n/a,no,yes,Incomplete New construction with no damage,BW,2a,Confirmed construction and damage information
27c531ee-83da-4cec-af01-e7b6976a7c4e,27.964129,-97.092109,Daan Liang,9/17/2017,Hurricane,HH-091717-S0012-DL,CMMI-1266418,"37a227e0-de32-47fa-9f9c-343f4f1786bd,a541cbf0-bc2e-465c-85bf-ff304e1999b7,36680f93-69b2-4145-b124-a2f481f4a8e0,2f587701-a3b9-4bf4-93dc-a71508a239d0,406fcef7-bf78-499b-9a2b-d83560153443",",,,,",https://web.fulcrumapp.com/photos/view?photos=37a227e0-de32-47fa-9f9c-343f4f1786bd%2Ca541cbf0-bc2e-465c-85bf-ff304e1999b7%2C36680f93-69b2-4145-b124-a2f481f4a8e0%2C2f587701-a3b9-4bf4-93dc-a71508a239d0%2C406fcef7-bf78-499b-9a2b-d83560153443,1=Minor,,201,Ocean Dr,,Rockport,Aransas,TX,78382,US,201 Ocean Dr Rockport Aransas TX 78382 US,Single Family,,1,17,yes,Hip,,Shingles,,Asphalt,,Wood,,Wood Frame,,Wood Siding,,yes,8,yes,n/a,Wind,,10%,0%,0%,0%,0%,0%,0%,yes,no,no,yes,n/a,BW,2a,Updated construction and damage information
c13f7011-53f0-43ff-82bb-15edc8a7cc49,27.96539,-97.093359,Thang Dao,9/17/2017,Hurricane,HH-091717-S0003-TD,CMMI-1266418,2b2d2b84-a01f-43d3-bb0e-cdcce603a60e,,https://web.fulcrumapp.com/photos/view?photos=2b2d2b84-a01f-43d3-bb0e-cdcce603a60e,1=Minor,,235,Windjammer St,,Rockport,Aransas,TX,78382,US,235 Windjammer St Rockport Aransas TX 78382 US,Single Family,,2,33,yes,Gable,,Shingles,,Asphalt,,Wood,,Wood Frame,,Wood Siding,,no,,no,n/a,Wind,,5%,0%,0%,25%,0%,0%,0%,no,n/a,no,yes,n/a,BW,2a,Updated construction and damage information
3b68af01-e0c4-4911-9173-3a0e222d4fd3,27.964783,-97.09168,Steve Cai,9/17/2017,Hurricane,HH-091717-S0007-SC,CMMI-1266418,"e96e6346-fe93-42ea-a548-fd9d207a823d,620122a3-6472-4920-bd03-142f8fe5c8eb,2e9c4234-f051-45aa-867e-a96995e31cd3,9d53b421-c737-4b17-9b18-b0ed245dab5c",",,,",https://web.fulcrumapp.com/photos/view?photos=e96e6346-fe93-42ea-a548-fd9d207a823d%2C620122a3-6472-4920-bd03-142f8fe5c8eb%2C2e9c4234-f051-45aa-867e-a96995e31cd3%2C9d53b421-c737-4b17-9b18-b0ed245dab5c,2=Moderate,,135,Ocean Dr,,Rockport,Aransas,TX,78382,US,135 Ocean Dr Rockport Aransas TX 78382 US,Single Family,,2,15,yes,Complex,,Shingles,,Asphalt,,Wood,,Wood Frame,,Hardie Board Siding,,yes,8,no,n/a,Surge,,25%,0%,0%,25%,25%,0%,0%,yes,no,no,yes,n/a,BW,2a,Updated construction and damage information
d37f6bd4-5083-4964-aed6-37c09123a70e,27.965987,-97.094293,Thang Dao,9/17/2017,Hurricane,HH-091717-S0004-TD,CMMI-1266418,"d7b2dde7-73f4-41f4-99a1-c68fa7eab8dc,4f2a391a-9613-487c-81f5-078a68f35346",",",https://web.fulcrumapp.com/photos/view?photos=d7b2dde7-73f4-41f4-99a1-c68fa7eab8dc%2C4f2a391a-9613-487c-81f5-078a68f35346,1=Minor,,223,Windjammer St,,Rockport,Aransas,TX,78382,US,223 Windjammer St Rockport Aransas TX 78382 US,Single Family,,2,19,yes,Gable,,Tiles,,Clay,,Wood,,Wood Frame,,Stucco,,no,,no,yes,Wind,,10%,0%,0%,0%,0%,0%,0%,no,n/a,no,yes,n/a,BW,2a,Updated construction and damage information
1b3904c7-f1ca-4542-a4f8-a2bb4e526467,27.96371169,-97.0925658,Daan Liang,9/17/2017,Hurricane,HH-091717-S0013-DL,CMMI-1266418,"a5df338d-d891-4716-9a85-eddb3b7679ee,844d5031-1574-4e8b-a4ab-4dca3edbaba5,b78df552-44d8-49a1-b3bb-4841043a75e1,092313d1-7969-4c32-b47e-078ce485b8d5,8ed51920-1bc9-4bd3-ab34-1b268b3e30dd,836b7d4d-52fd-4b92-a921-eed0f2d74828",",,,,,",https://web.fulcrumapp.com/photos/view?photos=a5df338d-d891-4716-9a85-eddb3b7679ee%2C844d5031-1574-4e8b-a4ab-4dca3edbaba5%2Cb78df552-44d8-49a1-b3bb-4841043a75e1%2C092313d1-7969-4c32-b47e-078ce485b8d5%2C8ed51920-1bc9-4bd3-ab34-1b268b3e30dd%2C836b7d4d-52fd-4b92-a921-eed0f2d74828,1=Minor,,205,Ocean Dr,,Rockport,Aransas,TX,78382,US,205 Ocean Dr Rockport Aransas TX 78382 US,Multi-Family,,2,0,no,Complex,,Panels,,Metal,,Wood,,Wood Frame,,Hardie Board Siding,,yes,10,yes,n/a,Wind,,5%,0%,0%,0%,0%,0%,0%,no,no,no,yes,Unfinished house,BW,2a,Confirmed construction and damage information
3add7948-aab7-4f2c-b5cd-655f5f8648a0,27.964916,-97.091562,Steve Cai,9/17/2017,Hurricane,HH-091717-S0008-SC,CMMI-1266418,"aea619d7-4278-4c49-bc86-a016145d948b,0eb85cf5-8c32-45c1-9248-cb44280abfdf",",",https://web.fulcrumapp.com/photos/view?photos=aea619d7-4278-4c49-bc86-a016145d948b%2C0eb85cf5-8c32-45c1-9248-cb44280abfdf,3=Severe,,133,Ocean Dr,,Rockport,Aransas,TX,78382,US,133 Ocean Dr Rockport Aransas TX 78382 US,Single Family,,1,37,yes,Gable,,Shingles,,Asphalt,,Wood,,Wood Frame,,Hardie Board Siding,,yes,7,no,yes,Wind,,25%,25%,25%,25%,25%,0%,0%,no,no,no,yes,Gable end failure,BW,2a,Updated construction and damage information. Changed address and damage level to severe
15af676b-6a35-47ce-8687-27f7586c5f84,27.966821,-97.095698,Thang Dao,9/17/2017,Hurricane,HH-091717-S0005-TD,CMMI-1266418,71383167-7d57-444d-9894-51b2010d732d,,https://web.fulcrumapp.com/photos/view?photos=71383167-7d57-444d-9894-51b2010d732d,2=Moderate,,205,Windjammer St,,Rockport,Aransas,TX,78382,US,205 Windjammer St Rockport Aransas TX 78382 US,Single Family,,2,31,yes,Hip,,Shingles,,Asphalt,,Wood,,Wood Frame,,Stucco,,no,,yes,yes,Wind,,50%,0%,0%,0%,0%,0%,0%,no,n/a,no,yes,n/a,BW,2a,Updated damage level from Severe to Moderate
2e4ae889-f4aa-44a6-ab80-31c9493a51f3,27.96742274,-97.09640253,Thang Dao,9/17/2017,Hurricane,HH-091717-S0006-TD,CMMI-1266418,"5f16d24a-cd27-4220-8ab5-c7397786406c,68fd32e9-6096-4e85-a694-2718f1fec7f2",",",https://web.fulcrumapp.com/photos/view?photos=5f16d24a-cd27-4220-8ab5-c7397786406c%2C68fd32e9-6096-4e85-a694-2718f1fec7f2,0=No Damage,,105,Windjammer St,,Rockport,Aransas,TX,78382,US,105 Windjammer St Rockport Aransas TX 78382 US,Single Family,,1,20,yes,Hip,,Shingles,,Asphalt,,Wood,,Wood Frame,,Stucco,,no,,no,n/a,,,0%,0%,0%,0%,0%,0%,0%,no,n/a,no,yes,n/a,BW,2a,Confirmed construction and damage information
b20252ef-c824-4ea7-851d-6a19c87a66d9,27.965086,-97.091423,Steve Cai,9/17/2017,Hurricane,HH-091717-S0009-SC,CMMI-1266418,a648258e-9fc9-4f91-8381-a0b55842c2b9,,https://web.fulcrumapp.com/photos/view?photos=a648258e-9fc9-4f91-8381-a0b55842c2b9,1=Minor,,129,Ocean Dr,,Rockport,Aransas,TX,78382,US,129 Ocean Dr Rockport Aransas TX 78382 US,Single Family,,1,,yes,Hip,,Shingles,,Asphalt,,Wood,,Wood Frame,,Hardie Board Siding,,yes,10,no,n/a,Wind,,25%,0%,0%,0%,0%,0%,0%,no,no,no,yes,n/a,BW,2b,Age could not be found
fd963780-defe-4037-b22f-39660f8b1ec8,27.965266,-97.091305,Steve Cai,9/17/2017,Hurricane,HH-091717-S0010-SC,CMMI-1266418,"1fbae708-b972-4754-983d-2169275e8486,ed0ef7b2-39b0-4c55-9311-2c7f9937e382",",",https://web.fulcrumapp.com/photos/view?photos=1fbae708-b972-4754-983d-2169275e8486%2Ced0ef7b2-39b0-4c55-9311-2c7f9937e382,4=Total,,127,Ocean Dr,,Rockport,Aransas,TX,78382,US,127 Ocean Dr Rockport Aransas TX 78382 US,Single Family,,1,6,yes,Hip,,Shingles,,Asphalt,,Wood,,Wood Frame,,Hardie Board Siding,,no,,no,no,Wind,,100%,100%,100%,50%,50%,25%,50%,yes,n/a,no,no,Roof and top floor are all gone,BW,2a,Confirmed construction and damage information
b06954f2-537a-452d-a8e6-7da2f5c3dc67,27.965418,-97.091197,Steve Cai,9/17/2017,Hurricane,HH-091717-S0011-SC,CMMI-1266418,"c79e3119-b03e-45b4-883a-6a2cb3ef63f8,7e038327-2013-4faa-9044-fd2656d915fb,80d52deb-5cec-4efd-9186-8ba06f9da711",",,",https://web.fulcrumapp.com/photos/view?photos=c79e3119-b03e-45b4-883a-6a2cb3ef63f8%2C7e038327-2013-4faa-9044-fd2656d915fb%2C80d52deb-5cec-4efd-9186-8ba06f9da711,3=Severe,,125,Ocean Dr,,Rockport,Aransas,TX,78382,US,125 Ocean Dr Rockport Aransas TX 78382 US,Single Family,,2,43,yes,Complex,,Shingles,,Asphalt,,Wood,,Wood Frame,,Vinyl Siding,,no,,yes,n/a,Wind,,75%,50%,0%,25%,0%,0%,0%,yes,yes,yes,no,n/a,BW,2a,Confirmed construction and damage information
5011201f-0ffc-478f-a7f0-ca86186ab915,27.965551,-97.091112,Steve Cai,9/17/2017,Hurricane,HH-091717-S0012-SC,CMMI-1266418,"aa89fb90-0b45-4402-a825-54adf5172c98,70b713d3-80ad-41d1-9709-ffb797a8e172,4a3b67d3-77b7-4227-b2ee-46fe801b445c",",,",https://web.fulcrumapp.com/photos/view?photos=aa89fb90-0b45-4402-a825-54adf5172c98%2C70b713d3-80ad-41d1-9709-ffb797a8e172%2C4a3b67d3-77b7-4227-b2ee-46fe801b445c,4=Total,,121,Ocean Dr,,Rockport,Aransas,TX,78382,US,121 Ocean Dr Rockport Aransas TX 78382 US,Single Family,,1,,yes,Gable,,Shingles,,Asphalt,,Wood,,Wood Frame,,Hardie Board Siding,,no,,no,no,Wind,,75%,75%,50%,50%,50%,25%,50%,yes,yes,yes,no,n/a,BW,2a,"Updated address, damage to total"
f2859581-e6b1-4b09-84d6-a5054f0422cb,27.965712,-97.090983,Steve Cai,9/17/2017,Hurricane,HH-091717-S0013-SC,CMMI-1266418,"f5955a47-413c-4f10-a269-ae54a47c0316,0f818cbe-7f21-43b6-aa90-cdc60e9ab6d0",",",https://web.fulcrumapp.com/photos/view?photos=f5955a47-413c-4f10-a269-ae54a47c0316%2C0f818cbe-7f21-43b6-aa90-cdc60e9ab6d0,3=Severe,,119,Ocean Dr,,Rockport,Aransas,TX,78382,US,119 Ocean Dr Rockport Aransas TX 78382 US,Single Family,,2,39,yes,Complex,,Shingles,,Asphalt,,Wood,,Wood Frame,,Wood Siding,,yes,8,no,n/a,Wind,,75%,0%,0%,50%,25%,0%,75%,yes,yes,no,no,n/a,BW,2a,Updated address and damage information
ee85f7c9-3c73-4d62-9a78-4db226e2f87c,27.99206377,-97.07775003,Thang Dao,9/17/2017,Hurricane,HH-091717-S0007-TD,CMMI-1266418,"2eaba74d-908c-490a-938b-b685fc76eaa9,d0c57db3-a1ea-4c28-be7c-81119bfe95ed",",",https://web.fulcrumapp.com/photos/view?photos=2eaba74d-908c-490a-938b-b685fc76eaa9%2Cd0c57db3-a1ea-4c28-be7c-81119bfe95ed,3=Severe,,160,Cove Hbr N,,Rockport,Aransas,TX,78382,US,160 Cove Hbr N Rockport Aransas TX 78382 US,Business,,1,,yes,Gable,,Shingles,,Metal,,Metal Joist,,CF Steel,,Metal,,no,,no,n/a,Wind,,25%,25%,0%,25%,25%,25%,0%,no,n/a,no,no,n/a,BW,2a,Updated construction and damage information. Age unavailable
12024ba9-f9ba-41bf-a86e-f6e2a5f358de,27.99037901,-97.07892442,Daan Liang,9/17/2017,Hurricane,HH-091717-S0014-DL,CMMI-1266418,"9a0d19f0-089c-4fef-ac0e-f0e4d70fa6bf,c31a65cf-b363-4a35-b224-f4c3fc510d67,9e2db2b9-1495-49a4-bf13-48581c56cdce,6afdbcd6-c8a4-4163-ab41-0809318d926e,348eb5d4-1816-4aee-bcc7-a80e5b2b6941,dfd26eef-5140-4a66-a5f4-588e3db0e3d2,b90476be-d947-4ffb-a31a-55bb74c4fc86,f1be613b-1902-4b89-bad6-db51e3839506",",,,,,,,",https://web.fulcrumapp.com/photos/view?photos=9a0d19f0-089c-4fef-ac0e-f0e4d70fa6bf%2Cc31a65cf-b363-4a35-b224-f4c3fc510d67%2C9e2db2b9-1495-49a4-bf13-48581c56cdce%2C6afdbcd6-c8a4-4163-ab41-0809318d926e%2C348eb5d4-1816-4aee-bcc7-a80e5b2b6941%2Cdfd26eef-5140-4a66-a5f4-588e3db0e3d2%2Cb90476be-d947-4ffb-a31a-55bb74c4fc86%2Cf1be613b-1902-4b89-bad6-db51e3839506,3=Severe,,160,Cove Hbr N,,Rockport,Aransas,TX,78382,US,160 Cove Hbr N Rockport Aransas TX 78382 US,Business,,1,,no,Gable,,Panels,,Metal,,Wood,,Structural Steel,,Metal,,no,,no,no,Wind,,25%,0%,0%,75%,75%,0%,0%,yes,n/a,no,no,n/a,BW,2a,Confirmed construction and damage information
745f0ec5-5b3a-42fb-b10f-378479f8b358,27.99074484,-97.07870892,Steve Cai,9/17/2017,Hurricane,HH-091717-S0014-SC,CMMI-1266418,"666a3f35-04a8-460d-9a60-d8e34dfc0c61,5e9e262c-f30e-4a55-8062-70ca62cb4863,175a372a-b0ff-448f-9b03-f35c651551d2,f8f2ee4a-2592-40db-8358-a734c02cdfcd,02f16b33-f12c-4b96-bd28-048564ebac74,1d42d180-b0b5-4e76-9108-71444acf2b1c",",,,,,",https://web.fulcrumapp.com/photos/view?photos=666a3f35-04a8-460d-9a60-d8e34dfc0c61%2C5e9e262c-f30e-4a55-8062-70ca62cb4863%2C175a372a-b0ff-448f-9b03-f35c651551d2%2Cf8f2ee4a-2592-40db-8358-a734c02cdfcd%2C02f16b33-f12c-4b96-bd28-048564ebac74%2C1d42d180-b0b5-4e76-9108-71444acf2b1c,3=Severe,,160,Cove Hbr N,,Rockport,Aransas,TX,78382,US,160 Cove Hbr N Rockport Aransas TX 78382 US,Industrial,,1,,no,Gable,,Panels,,Metal,,Structural Steel,,Structural Steel,,Metal,,no,,no,no,"Wind,Surge",,25%,25%,0%,25%,25%,0%,0%,no,n/a,no,no,n/a, BW,2a,Confirmed construction and damage information
4c0abb3f-1b3d-4967-9d0f-ca18e1f20206,28.02442764,-97.04734133,Daan Liang,9/17/2017,Hurricane,HH-091717-S0015-DL,CMMI-1266418,"6d16b762-5728-4f6e-b739-a9f0f3fc4937,28b99137-9dd3-4ddb-af7f-a3e8f2c60825,37d6cea5-15af-4fea-8613-e4891b5328f0,95c0eb0c-c5fa-48a4-ae7a-e0717bff5d22,c75acd6b-ef7b-49b5-99bd-f2bbb9fdc597,0d585818-c878-4ecb-9d2f-d7567b35d347,d1b40ee8-daff-452c-b4ab-6d98dc22a522,f162d956-ce9c-42e3-a7bd-ec37c6513321,349c60c6-355c-4f5e-88ff-e6e0a4d4e3f7,53bcac8c-cbfd-4835-88f1-2169af98a90f,2d349d0b-294b-49d2-af43-63952a1446de,439d5d17-bc87-4c82-9d61-e2ea63d9780a,d90881b5-b631-4131-b733-a88fe958cb2d",",,,,,,,,,,,,",https://web.fulcrumapp.com/photos/view?photos=6d16b762-5728-4f6e-b739-a9f0f3fc4937%2C28b99137-9dd3-4ddb-af7f-a3e8f2c60825%2C37d6cea5-15af-4fea-8613-e4891b5328f0%2C95c0eb0c-c5fa-48a4-ae7a-e0717bff5d22%2Cc75acd6b-ef7b-49b5-99bd-f2bbb9fdc597%2C0d585818-c878-4ecb-9d2f-d7567b35d347%2Cd1b40ee8-daff-452c-b4ab-6d98dc22a522%2Cf162d956-ce9c-42e3-a7bd-ec37c6513321%2C349c60c6-355c-4f5e-88ff-e6e0a4d4e3f7%2C53bcac8c-cbfd-4835-88f1-2169af98a90f%2C2d349d0b-294b-49d2-af43-63952a1446de%2C439d5d17-bc87-4c82-9d61-e2ea63d9780a%2Cd90881b5-b631-4131-b733-a88fe958cb2d,4=Total,,322,Navigation Cir,,Rockport,Aransas,TX,78382,US,322 Navigation Cir Rockport Aransas TX 78382 US,Business,,1,,no,Gable,,Panels,,Metal,,CF Steel,,CF Steel,,Metal,,no,,no,no,"Wind,Surge",,100%,100%,100%,100%,100%,100%,0%,yes,n/a,yes,no,n/a,BW,2a,Confirmed construction and damage information. No age
