fulcrum_id,status,project,latitude,longitude,name_of_investigator,date,general_notes,assessment_type,sampling_method,overall_photos_front_left_right_back,overall_photos_front_left_right_back_caption,overall_photos_front_left_right_back_url,detailed_photos,detailed_photos_caption,detailed_photos_url,audio,audio_caption,audio_url,overall_damage_notes,hazards_present,wind_damage_rating,surge_damage_rating,rainwater_ingress_damage_rating,damage_indicator,degree_of_damage,attribute_notes,address_sub_thoroughfare,address_thoroughfare,address_suite,address_locality,address_sub_admin_area,address_admin_area,address_postal_code,address_country,address_full,occupancy,number_of_stories,understory_pct_of_building_footprint,first_floor_elevation_feet,year_built,roof_shape,roof_slope,front_elevation_orientation,structural_notes,building_type,foundation_type,wall_anchorage_type,wall_substrate,wall_cladding,soffit_type,fenestration_protection,fenestration_protection_type,large_door_present,large_door_opening_location,large_door_opening_type_,roof_system,r2wall_attachment,r2w_attachment_type,roof_substrate_type,roof_cover,secondary_water_barrier,overhang_length,parapet_height_inches,wind_damage_details,roof_structure_damage_,roof_substrate_damage,roof_cover_damage_,wall_structure_damage_,wall_substrate_damage_,building_envelope_damage_,_damaged_windows,_damaged_doors,location_of_damaged_fenestration,large_door_failure,soffit_damage,fascia_damage_,stories_with_damage,water_induced_damage_notes,percent_of_building_footprint_eroded,_damage_to_understory,maximum_scour_depth_inches,_piles_missing_or_collapsed,_piles_leaning_or_broken,cause_of_foundation_damage,reroof_year,retrofit_type_1,retrofit_1_year,retrofit_type_2,retrofit_2_year,data_librarians,qc_progress_code,qc_notes
fe480d4c-d0c5-495c-9d6b-869c548db2a5,0,Hurricane Laura (2020),30.24516142,-92.99819797,Christian Brown,2020-09-28,,Remote,"Unbiased,Within a cluster","a0a55037-790f-4fce-a744-1f86f50fb17b,383b56a7-04cc-451e-b82d-232f7fb7e351,27eae27b-f43d-4f8c-83ed-dc06f8b777e4,d854e49f-0da3-42aa-a1a8-481ee1d25789",",,,",https://web.fulcrumapp.com/photos/view?photos=a0a55037-790f-4fce-a744-1f86f50fb17b%2C383b56a7-04cc-451e-b82d-232f7fb7e351%2C27eae27b-f43d-4f8c-83ed-dc06f8b777e4%2Cd854e49f-0da3-42aa-a1a8-481ee1d25789,c1136945-8671-4332-89aa-44248f9df19d,,https://web.fulcrumapp.com/photos/view?photos=c1136945-8671-4332-89aa-44248f9df19d,,,,,Wind,0,,-1,,,,617,Cedar Ridge St,,Iowa,Calcasieu,LA,70647,USA,617 Cedar Ridge St Iowa Calcasieu LA 70647 USA,"Residential,Single family",1,,0,2015,Hip,40,270,,W1,Slab-on-grade,Unknown,"""Wood, sheathing (continuous)""","Brick,Stucco",Unknown,None,,yes,Left,Double garage door (unknown),"""Wood, rafter""",Unknown,,Plywood/OSB,Asphalt shingles (laminated),Unknown,8,,,0,0,0,0,0,0,0,0,,None,,0,,,,,,,,,,,,,,CVB,3,
e580f5ec-20be-4ee5-bb65-3ed641e37e50,1,Hurricane Laura (2020),30.24451919,-92.99812544,Christian Brown,2020-09-29,,Remote,"Unbiased,Within a cluster","947e1c88-0987-4d79-ab5a-779891ddf3cb,ca14c5bf-2f61-401e-adba-1dfa93444540,a33bb005-244f-445e-808f-56370c2bbca0",",,",https://web.fulcrumapp.com/photos/view?photos=947e1c88-0987-4d79-ab5a-779891ddf3cb%2Cca14c5bf-2f61-401e-adba-1dfa93444540%2Ca33bb005-244f-445e-808f-56370c2bbca0,6546a4fc-6a61-44e5-adaf-7520f40dc82a,,https://web.fulcrumapp.com/photos/view?photos=6546a4fc-6a61-44e5-adaf-7520f40dc82a,,,,,Wind,1,,-1,,,,613,Cedar Ridge St,,Iowa,Calcasieu,LA,70647,USA,613 Cedar Ridge St Iowa Calcasieu LA 70647 USA,"Residential,Single family",1,,0,2015,Hip,40,270,,W1,Slab-on-grade,Unknown,"""Wood, sheathing (continuous)""","Brick,Stucco",Unknown,None,,yes,Left,Double garage door (unknown),"""Wood, rafter""",Unknown,,Plywood/OSB,Asphalt shingles (laminated),Unknown,9,,,0,0,10,0,0,0,0,0,,None,,0,1,,,,,,,,,,,,,CVB,3,No photos of the backside of the house.
2c10a0d3-1603-47b1-a20d-41a3fb4903a6,1,Hurricane Laura (2020),30.24386912,-92.99817078,Kaitlyn Morris,2020-10-01,,Remote,"Unbiased,Within a cluster","47f35cc9-61be-4320-b5a9-7be53920ae71,88f4204b-e1be-442d-9c8a-2956dbdaf8eb,3b8ee7ab-c08c-4489-bb38-c2d882b30a0b,9ff7cdb6-ea6b-4757-87a3-30140d8994e0",",,,",https://web.fulcrumapp.com/photos/view?photos=47f35cc9-61be-4320-b5a9-7be53920ae71%2C88f4204b-e1be-442d-9c8a-2956dbdaf8eb%2C3b8ee7ab-c08c-4489-bb38-c2d882b30a0b%2C9ff7cdb6-ea6b-4757-87a3-30140d8994e0,e51b0721-1c73-48b5-ad26-6cc3a17263be,,https://web.fulcrumapp.com/photos/view?photos=e51b0721-1c73-48b5-ad26-6cc3a17263be,,,,,Wind,1,,-1,,,,613 ,Cedar Ridge St,,Iowa,Calcasieu,LA,70647,USA,613  Cedar Ridge St Iowa Calcasieu LA 70647 USA,"Residential,Single family",1,,0,2015,Hip,64,270,,W1,Slab-on-grade,Unknown,"""Wood, sheathing (continuous)""","Brick,Stucco",Vinyl,None,None,yes,Front,Double garage door (unknown),"""Wood, rafter""",Unknown,,Plywood/OSB,Asphalt shingles (laminated),Unknown,8,,,0,0,6,0,0,0,0,0,,None,0,0,1,,,,,,,,,,,,,"KM, LMR",3,
eb0f3df9-6dfd-4a41-9e73-770bdb516955,1,Hurricane Laura (2020),30.24326213,-92.99813904,Christian Brown,2020-09-29,,Remote,"Unbiased,Within a cluster","fa64d67f-6f8b-4a2e-9479-35fae1c4b46a,06ba6159-11e9-4fc2-b365-db31d2f3529b,840a1595-4add-46cf-bb7b-14e3fc38e19b,70d49f7e-3cd8-430a-af2c-3e0ee26341aa",",,,Photo of the back side of the house is partially obstructed.",https://web.fulcrumapp.com/photos/view?photos=fa64d67f-6f8b-4a2e-9479-35fae1c4b46a%2C06ba6159-11e9-4fc2-b365-db31d2f3529b%2C840a1595-4add-46cf-bb7b-14e3fc38e19b%2C70d49f7e-3cd8-430a-af2c-3e0ee26341aa,823e6308-13aa-4684-8a12-9675de40cec7,,https://web.fulcrumapp.com/photos/view?photos=823e6308-13aa-4684-8a12-9675de40cec7,,,,,Wind,1,,-1,,,,605,Cedar Ridge St,,Iowa,Calcasieu,LA,70647,USA,605 Cedar Ridge St Iowa Calcasieu LA 70647 USA,"Residential,Single family",1,,0,2015,Hip,30,270,,W1,Slab-on-grade,Unknown,"""Wood, sheathing (continuous)""",Brick,Unknown,"Front,Left,Back,Right",Plywood/OSB Panel,yes,Front,Double garage door (unknown),"""Wood, unknown""",Unknown,,Plywood/OSB,Asphalt shingles (laminated),Unknown,9,,,0,0,10,0,0,0,0,0,,None,,0,1,,,,,,,,,,,,,"CVB,HZR",3,Photos of the back side of the house are not clear.
45eb6c95-a037-42c9-aa7a-566ac7c16052,1,Hurricane Laura (2020),30.24265513,-92.99811638,Lillian Rodriguez,2020-09-30,,Remote,"Unbiased,Within a cluster","8d56b554-0291-4493-a405-605ca9e5e1b8,a9dfaf64-54ba-40e0-b26f-aafb07cca3fc,c53b615c-4201-4826-8744-d9f22b1778a5",",,",https://web.fulcrumapp.com/photos/view?photos=8d56b554-0291-4493-a405-605ca9e5e1b8%2Ca9dfaf64-54ba-40e0-b26f-aafb07cca3fc%2Cc53b615c-4201-4826-8744-d9f22b1778a5,fffc1c50-54ed-4c23-8e2e-6f9146b2638e,,https://web.fulcrumapp.com/photos/view?photos=fffc1c50-54ed-4c23-8e2e-6f9146b2638e,,,,,Wind,1,,-1,,,,601,Cedar Ridge St,,Iowa,Calcasieu,LA,70647,USA,601 Cedar Ridge St Iowa Calcasieu LA 70647 USA,"Residential,Single family",1,,0,2016,Gable/Hip Combo,40,270,,W1,Slab-on-grade,Unknown,"""Wood, sheathing (continuous)""",Brick,Vinyl,None,None,yes,Left,Double garage door (wind-rated),"""Wood, rafter""",Unknown,,Plywood/OSB,Asphalt shingles (laminated),Unknown,8,,,0,0,2,0,0,0,0,0,,None,0,0,1,,,,,,,,,,,,,LMR,3e,No view of right side available.
958bd476-f941-42bb-a40b-892b3a7c5311,2,Hurricane Laura (2020),30.2426238,-92.99877367,Dylan Fox,2020-09-30,,Remote,"Unbiased,Within a cluster","782eb671-1eea-4726-8e2f-be5e7c3636ee,b7c968f9-86f9-4ac1-86c1-ad07f79f5c71,ba4aa37d-eb09-4e44-b29e-e54c94990bf8",",,",https://web.fulcrumapp.com/photos/view?photos=782eb671-1eea-4726-8e2f-be5e7c3636ee%2Cb7c968f9-86f9-4ac1-86c1-ad07f79f5c71%2Cba4aa37d-eb09-4e44-b29e-e54c94990bf8,a47d2cc8-f492-49e1-9efe-90d53eb95a14,,https://web.fulcrumapp.com/photos/view?photos=a47d2cc8-f492-49e1-9efe-90d53eb95a14,,,,,Wind,2,,-1,,,,600,Cedar Ridge St,,Iowa,Calcasieu,LA,70647,USA,600 Cedar Ridge St Iowa Calcasieu LA 70647 USA,"Residential,Single family",1,,0,2015,Hip,37,90,,W1,Slab-on-grade,Unknown,"""Wood, sheathing (continuous)""",Brick,Vinyl,"Front,Right",Unknown,yes,Front,Double garage door (unknown),"""Wood, rafter""",Unknown,,Plywood/OSB,Asphalt shingles (laminated),,6,,,0,0,25,0,0,0,0,0,,None,0,0,1,,,,,,,,,,,,,"LMR,HZR",3,No view of left side and back available.
1b347b46-c87e-4e42-94e9-4056243644d8,1,Hurricane Laura (2020),30.24328171,-92.99879634,Dylan Fox,2020-09-30,,Remote,"Unbiased,Within a cluster","36893549-bdc8-4301-ac2e-450747a5b0d5,ab28c97b-f79c-46f3-a15c-78a94b074668,54416d75-ef1e-416c-a96b-015e4ece5120",",,",https://web.fulcrumapp.com/photos/view?photos=36893549-bdc8-4301-ac2e-450747a5b0d5%2Cab28c97b-f79c-46f3-a15c-78a94b074668%2C54416d75-ef1e-416c-a96b-015e4ece5120,,,,,,,"front porch column knocked over, a little fascia damage,",Wind,1,,-1,,,,604,Cedar Ridge St,,Iowa,Calcasieu,LA,70647,USA,604 Cedar Ridge St Iowa Calcasieu LA 70647 USA,"Residential,Single family",1,,0,2015,Hip,45,88,,W1,Slab-on-grade,Unknown,"""Wood, sheathing (continuous)""",Brick,Vinyl,None,,yes,Front,Double garage door (unknown),Unknown,Unknown,,Plywood/OSB,Asphalt shingles (laminated),,6,,"Some fascia damage, one column knocked over on front porch, some ridge shingles are missing",0,0,2,0,0,0,0,0,,None,0,15,1,,,,,,,,,,,,,LMR,3,No view of back available.
ad49c784-407b-458b-be5c-5fa370ee6b37,0,Hurricane Laura (2020),30.24392003,-92.99879634,Dylan Fox,2020-09-30,,Remote,"Unbiased,Within a cluster","ea5356e7-519d-48c0-8494-d00eeb76f8a2,f779bd80-8589-4e0e-afe4-02e2822c1a9c,2a8aa78f-65eb-42ec-8925-f0fcdf581edc",",,",https://web.fulcrumapp.com/photos/view?photos=ea5356e7-519d-48c0-8494-d00eeb76f8a2%2Cf779bd80-8589-4e0e-afe4-02e2822c1a9c%2C2a8aa78f-65eb-42ec-8925-f0fcdf581edc,,,,,,,,Wind,0,,-1,,,,608,Cedar Ridge St,,Iowa,Calcasieu,LA,70647,USA,608 Cedar Ridge St Iowa Calcasieu LA 70647 USA,"Residential,Single family",1,,0,2015,Hip,40,90,,W1,Slab-on-grade,Unknown,"""Wood, sheathing (continuous)""",Brick,Vinyl,,,yes,Front,Double garage door (unknown),"""Wood, rafter""",Unknown,,Plywood/OSB,Asphalt shingles (laminated),Unknown,8,,,0,0,0,0,0,0,0,0,,None,0,0,,,,,,,,,,,,,,"LMR, MKM",3,No view of back available.
a758cb3e-1095-43b1-95b7-9cab4d7643a7,1,Hurricane Laura (2020),30.24449961,-92.99880541,Kaitlyn Morris,2020-10-01,,Remote,"Unbiased,Within a cluster","48e9ce2a-1c22-4bb0-8d98-23c5ece4c1d6,6192be1e-a3ae-45f7-9fba-67a0428d2699,e1360320-c586-497b-9255-32a052f9428e,8d1efbda-a83a-4e3a-8d24-eba2ab68f5eb",",,,",https://web.fulcrumapp.com/photos/view?photos=48e9ce2a-1c22-4bb0-8d98-23c5ece4c1d6%2C6192be1e-a3ae-45f7-9fba-67a0428d2699%2Ce1360320-c586-497b-9255-32a052f9428e%2C8d1efbda-a83a-4e3a-8d24-eba2ab68f5eb,951965f9-1455-42f1-a8c5-cbfac79ca6b7,,https://web.fulcrumapp.com/photos/view?photos=951965f9-1455-42f1-a8c5-cbfac79ca6b7,,,,,Wind,1,,-1,,,,614,Cedar Ridge St,,Iowa,Calcasieu,LA,70647,USA,614 Cedar Ridge St Iowa Calcasieu LA 70647 USA,"Residential,Single family",1,,0,2015,Hip,40,90,,W1,Slab-on-grade,Unknown,"""Wood, sheathing (continuous)""","Brick,Stucco",Vinyl,None,,yes,Front,Double garage door (unknown),"""Wood, rafter""",Unknown,,Plywood/OSB,Asphalt shingles (laminated),Unknown,8,,,0,0,15,0,0,0,0,0,,None,0,0,1,,,,,,,,,,,,,"KM, LMR, OTC",3,No view of back available.
befd0290-78cf-47b8-921b-d64fc6561f4b,2,Hurricane Laura (2020),30.24513009,-92.99883714,Christian Brown,2020-09-30,,Remote,"Unbiased,Within a cluster","6c972b32-794c-4ee6-a55f-b86a7a4d9598,f5931008-08e2-496a-a34b-7a2f154bd855,acf6082a-1afa-435e-8a2a-675a6cf5e4e1,7edf9bf6-4d7b-4b4a-9b55-577c60d91571",",,,",https://web.fulcrumapp.com/photos/view?photos=6c972b32-794c-4ee6-a55f-b86a7a4d9598%2Cf5931008-08e2-496a-a34b-7a2f154bd855%2Cacf6082a-1afa-435e-8a2a-675a6cf5e4e1%2C7edf9bf6-4d7b-4b4a-9b55-577c60d91571,6d02b0aa-5800-4ed6-b966-d09afb7602cd,,https://web.fulcrumapp.com/photos/view?photos=6d02b0aa-5800-4ed6-b966-d09afb7602cd,,,,,Wind,2,,-1,,,,616,Cedar Ridge St,,Iowa,Calcasieu,LA,70647,USA,616 Cedar Ridge St Iowa Calcasieu LA 70647 USA,"Residential,Single family",1,,0,2015,Hip,40,90,,W1,Slab-on-grade,Unknown,"""Wood, sheathing (continuous)""","Brick,Stucco",Unknown,,,yes,Right,Double garage door (unknown),"""Wood, rafter""",Unknown,,Plywood/OSB,Asphalt shingles (laminated),Unknown,9,,,0,0,20,0,0,0,0,0,,None,,5,1,,,,,,,,,,,,,CVB,3,
f0d5b7f7-ccef-4ccc-bd5e-bcd5cf34d952,1,Hurricane Laura (2020),30.24512226,-92.99927231,Christian Brown,2020-09-29,,Remote,"Unbiased,Within a cluster","af69ed32-60ea-47be-966a-27ff9bfe0e01,e2a69ad9-39fe-4562-ad88-49a3a3f2f6bb,df5c3b3f-305c-4fbb-9d98-3b4e5bd2ca56,505571c7-7968-434f-8a54-b17e5eee064b",",,,",https://web.fulcrumapp.com/photos/view?photos=af69ed32-60ea-47be-966a-27ff9bfe0e01%2Ce2a69ad9-39fe-4562-ad88-49a3a3f2f6bb%2Cdf5c3b3f-305c-4fbb-9d98-3b4e5bd2ca56%2C505571c7-7968-434f-8a54-b17e5eee064b,694e2a0b-3e7f-45d0-a065-5f132ce228e7,,https://web.fulcrumapp.com/photos/view?photos=694e2a0b-3e7f-45d0-a065-5f132ce228e7,,,,,Wind,1,,-1,,,,617,Ash St,,Iowa,Calcasieu,LA,70647,USA,617 Ash St Iowa Calcasieu LA 70647 USA,"Residential,Single family",1,,0,2015,Gable/Hip Combo,35,270,,W1,Slab-on-grade,Unknown,"""Wood, sheathing (continuous)""","Brick,Stucco",Unknown,,None,yes,Left,Double garage door (unknown),"""Wood, rafter""",Unknown,,Plywood/OSB,Asphalt shingles (laminated),Unknown,9,,"Damage to perimeter fence, sections are knocked down.",0,0,15,0,0,0,0,0,,None,,0,1,,,,,,,,,,,,,"CVB,HZR,DBF",3,
c583e21a-8b30-4773-aca7-0e39c0de333c,1,Hurricane Laura (2020),30.24450352,-92.99925418,Christian Brown,2020-09-30,,Remote,"Unbiased,Within a cluster","a429207e-289e-403d-bc91-67b402558764,458525dd-4f17-4366-8323-f58816dfd8c9,f132d3d1-cf99-44e3-accb-b83577e56005,3e80ba61-0107-4173-bf20-8b85de1fc6c6",",,,",https://web.fulcrumapp.com/photos/view?photos=a429207e-289e-403d-bc91-67b402558764%2C458525dd-4f17-4366-8323-f58816dfd8c9%2Cf132d3d1-cf99-44e3-accb-b83577e56005%2C3e80ba61-0107-4173-bf20-8b85de1fc6c6,21e2f783-17c1-4a32-a987-70b636616c8f,,https://web.fulcrumapp.com/photos/view?photos=21e2f783-17c1-4a32-a987-70b636616c8f,,,,,Wind,1,,-1,,,,613,Ash St,,Iowa,Calcasieu,LA,70647,USA,613 Ash St Iowa Calcasieu LA 70647 USA,"Residential,Single family",1,,0,2015,Gable/Hip Combo,45,270,,W1,Slab-on-grade,Unknown,"""Wood, sheathing (continuous)""","Brick,Stucco",Unknown,,None,yes,Left,Double garage door (unknown),"""Wood, rafter""",Unknown,,Plywood/OSB,Asphalt shingles (laminated),Unknown,9,,,0,0,15,0,0,0,0,0,,None,,15,1,,,,,,,,,,,,,"CVB,HZR, OTC, MKM",3,
07ce5430-471b-4e39-99c9-b9e45ed2f707,0,Hurricane Laura (2020),30.24389653,-92.99927685,Hadiah Rawajfih,2020-09-30,,Remote,"Unbiased,Within a cluster","d451c495-4672-4848-a91d-adc176fa2fc0,8b4f3adc-3370-4af5-91cb-2db308138b95,dc9b18e4-3d94-4eb7-81d8-3bbedae1c2af",",,",https://web.fulcrumapp.com/photos/view?photos=d451c495-4672-4848-a91d-adc176fa2fc0%2C8b4f3adc-3370-4af5-91cb-2db308138b95%2Cdc9b18e4-3d94-4eb7-81d8-3bbedae1c2af,73453e40-f1c6-40b7-b0b6-45cdae41e433,,https://web.fulcrumapp.com/photos/view?photos=73453e40-f1c6-40b7-b0b6-45cdae41e433,,,,,Wind,0,,-1,,,,609,Ash St,,Iowa,Calcasieu,LA,70674,USA,609 Ash St Iowa Calcasieu LA 70674 USA,"Residential,Single family",1,,0,2015,Hip,40,270,,W1,Slab-on-grade,,"""Wood, sheathing (continuous)""",Brick,Unknown,None,None,yes,Front,Double garage door (unknown),"""Wood, rafter""",Unknown,,Plywood/OSB,Asphalt shingles (laminated),Unknown,10,,,0,0,0,0,0,0,0,0,,None,,0,,,,,,,,,,,,,,HZR,3,
a86319ad-5f8f-40bd-8731-5d137faf3a14,1,Hurricane Laura (2020),30.24326996,-92.99926778,David Roueche,2020-09-28,,Remote,"Unbiased,Within a cluster","1c4ed362-5041-4cda-b995-c54a55c4e109,ec422937-6a9c-45db-a3e4-7266b92ad9f3,18c0fca9-12dd-4c7d-82e5-2ad68e3db5bc",",,",https://web.fulcrumapp.com/photos/view?photos=1c4ed362-5041-4cda-b995-c54a55c4e109%2Cec422937-6a9c-45db-a3e4-7266b92ad9f3%2C18c0fca9-12dd-4c7d-82e5-2ad68e3db5bc,83a890d6-a3cc-422d-9f6f-9dc5451dc547,,https://web.fulcrumapp.com/photos/view?photos=83a890d6-a3cc-422d-9f6f-9dc5451dc547,,,,,Wind,1,,-1,,,,605,Ash St,,Iowa,Calcasieu,LA,70467,USA,605 Ash St Iowa Calcasieu LA 70467 USA,"Residential,Single family",1,,0,2015,Complex,40,270,,W1,Slab-on-grade,,"""Wood, sheathing (continuous)""",Brick,Vinyl,None,None,yes,Left,Double garage door (unknown),"""Wood, rafter""",Unknown,,,Asphalt shingles (laminated),Unknown,8,,,0,0,10,0,0,0,0,0,,None,0,0,1,,,,,,,,,,,,,"DR, OTC",3,
48fddb33-1181-4e27-bd45-d6eae0985bd7,0,Hurricane Laura (2020),30.24259639,-92.99922245,Lillian Rodriguez,2020-09-30,,Remote,"Unbiased,Within a cluster","b1754dc9-dff0-4d2a-913c-c17e6d4ebc6e,ffa92173-51ea-462a-9fc3-73235fe62a1b,569215f6-74f9-4c2c-b446-d1f154bc2b14",",,",https://web.fulcrumapp.com/photos/view?photos=b1754dc9-dff0-4d2a-913c-c17e6d4ebc6e%2Cffa92173-51ea-462a-9fc3-73235fe62a1b%2C569215f6-74f9-4c2c-b446-d1f154bc2b14,cddaf35d-fbdb-44a5-9180-12d2e6f7476c,,https://web.fulcrumapp.com/photos/view?photos=cddaf35d-fbdb-44a5-9180-12d2e6f7476c,,,,,Wind,0,,-1,,,,601,Ash St,,Iowa,Calcasieu,LA,70647,USA,601 Ash St Iowa Calcasieu LA 70647 USA,"Residential,Single family",1,,0,2015,Gable/Hip Combo,40,270,,W1,Slab-on-grade,Unknown,"""Wood, sheathing (continuous)""",Brick,Vinyl,None,None,yes,Left,Double garage door (unknown),"""Wood, rafter""",Unknown,,Plywood/OSB,Asphalt shingles (laminated),Unknown,8,,,0,0,0,0,0,0,0,0,,None,0,0,,,,,,,,,,,,,,"LMR,DBF",3,No view of right side available.  Only partial view of back.
bdcf9000-0d0e-4595-b99a-63a42fd06881,0,Hurricane Laura (2020),30.24261988,-92.99995681,Christian Brown,2020-09-30,,Remote,"Unbiased,Within a cluster",559b1232-daa5-41e7-b72a-8986272abb1b,,https://web.fulcrumapp.com/photos/view?photos=559b1232-daa5-41e7-b72a-8986272abb1b,fcfb3af3-e7cd-4e66-8b77-5e934c506cf2,,https://web.fulcrumapp.com/photos/view?photos=fcfb3af3-e7cd-4e66-8b77-5e934c506cf2,,,,,Wind,0,,-1,,,,600 ,Ash St,,Iowa,Calcasieu,LA,70647,USA,600  Ash St Iowa Calcasieu LA 70647 USA,"Residential,Single family",1,,0,2015,Hip,35,90,,W1,Slab-on-grade,Unknown,"""Wood, sheathing (continuous)""",Brick,Unknown,None,,yes,Right,Double garage door (unknown),"""Wood, rafter""",Unknown,,Plywood/OSB,Asphalt shingles (laminated),Unknown,9,,,0,0,0,0,0,0,0,0,,None,,0,,,,,,,,,,,,,,"CVB,LMR",3,Only 1 angle shot of the front and right side faces of the house can be seen from street view. No view of back and left side available.
f959da5c-7061-423e-96c3-e08a72394876,1,Hurricane Laura (2020),30.2432543,-92.99996134,Christian Brown,2020-09-29,,Remote,"Unbiased,Within a cluster","0b0f7803-fac8-4e17-b10d-b9cc91562ad2,894ce451-238c-4554-9db4-25764ca949e0,71bacf20-f523-4cfc-8d89-2536b54789cd",",,",https://web.fulcrumapp.com/photos/view?photos=0b0f7803-fac8-4e17-b10d-b9cc91562ad2%2C894ce451-238c-4554-9db4-25764ca949e0%2C71bacf20-f523-4cfc-8d89-2536b54789cd,82adce8d-02dd-4921-9ce7-9114460a89ed,,https://web.fulcrumapp.com/photos/view?photos=82adce8d-02dd-4921-9ce7-9114460a89ed,,,,,Wind,1,,-1,,,,604,Ash St,,Iowa,Calcasieu,LA,70647,USA,604 Ash St Iowa Calcasieu LA 70647 USA,"Residential,Single family",1,,0,2015,Gable/Hip Combo,40,90,,W1,Slab-on-grade,Unknown,"""Wood, sheathing (continuous)""",Brick,Unknown,None,None,yes,Front,Double garage door (unknown),"""Wood, rafter""",Unknown,,Plywood/OSB,Asphalt shingles (laminated),Unknown,9,,,0,0,5,0,0,0,0,0,,None,,5,1,,,,,,,,,,,,,"CVB, OTC",3,No photos of the back of the house.
e035c9ae-a30a-4fd8-bb9d-9d3141d1deb4,2,Hurricane Laura (2020),30.24386521,-92.99995227,Dylan Fox,2020-09-28,,Remote,"Unbiased,Within a cluster","4f79e947-801f-44f7-9b4f-6326f7a27a48,d30ff58d-3eaf-4347-b441-0160e2bb3878,8fb8826e-c09d-4cc4-8ebc-7ea30f703372",",,",https://web.fulcrumapp.com/photos/view?photos=4f79e947-801f-44f7-9b4f-6326f7a27a48%2Cd30ff58d-3eaf-4347-b441-0160e2bb3878%2C8fb8826e-c09d-4cc4-8ebc-7ea30f703372,,,,,,,,Wind,2,,-1,,,,608,Ash St,,Iowa,Calcasieu,LA,70647,USA,608 Ash St Iowa Calcasieu LA 70647 USA,"Residential,Single family",1,,0,2015,Hip,40,90,,W1,Slab-on-grade,Unknown,"""Wood, sheathing (continuous)""","Brick,Stucco",Vinyl,None,None,yes,Front,Double garage door (unknown),"""Wood, rafter""",Unknown,,Plywood/OSB,Asphalt shingles (laminated),Unknown,,,Shingle loss was only significant loss,0,0,20,0,0,0,0,0,,None,0,0,1,,,,,,,,,,,,,"DF, LMR",3,No view of back available.
9c5ddcd5-985f-4ea6-bddf-2ada5f848eb7,0,Hurricane Laura (2020),30.244827,-92.99995,Kaitlyn Morris,2020-09-28,,Remote,"Unbiased,Within a cluster","9f764d8f-6387-4742-be45-30f5370ad718,c72d56e4-8229-4896-8b9c-eadf0500a31a,62162a34-6c81-4415-9ecd-19605441ff77",",,",https://web.fulcrumapp.com/photos/view?photos=9f764d8f-6387-4742-be45-30f5370ad718%2Cc72d56e4-8229-4896-8b9c-eadf0500a31a%2C62162a34-6c81-4415-9ecd-19605441ff77,957a68c0-c629-4ad5-9e52-ed1029ac2550,,https://web.fulcrumapp.com/photos/view?photos=957a68c0-c629-4ad5-9e52-ed1029ac2550,,,,,Wind,1,,-1,,,,614,Ash St,,Iowa,Calcasieu,LA,70647,USA,614 Ash St Iowa Calcasieu LA 70647 USA,"Residential,Single family",1,,0,2015,Hip,40,90,,W1,Slab-on-grade,Unknown,"""Wood, sheathing (continuous)""","Brick,Vinyl Siding (standard)",Vinyl,None,None,yes,Left,Double garage door (unknown),"""Wood, rafter""",Unknown,,Plywood/OSB,Asphalt shingles (laminated),Unknown,8,,,0,0,0,0,0,0,0,0,,None,0,0,,,,,,,,,,,,,,"KM, LMR",3,No view of back available.
884bd2d6-a4f3-4da0-b062-0b4a8d2c8960,2,Hurricane Laura (2020),30.24516925,-92.99995227,Kaitlyn Morris,2020-09-28,,Remote,"Unbiased,Within a cluster","aec03104-7fec-47c5-b801-c8cccf060721,62d4ce67-56df-47d5-be12-164b0cf663e9,15da5ff9-d28e-4e51-b324-68c1f2ce8596",",,",https://web.fulcrumapp.com/photos/view?photos=aec03104-7fec-47c5-b801-c8cccf060721%2C62d4ce67-56df-47d5-be12-164b0cf663e9%2C15da5ff9-d28e-4e51-b324-68c1f2ce8596,115869e6-c854-4b32-abb4-51842f075b5d,,https://web.fulcrumapp.com/photos/view?photos=115869e6-c854-4b32-abb4-51842f075b5d,,,,,Wind,2,,-1,,,,616,Ash St,,Iowa,Calcasieu,LA,70647,USA,616 Ash St Iowa Calcasieu LA 70647 USA,"Residential,Single family",1,,0,2012,Gable/Hip Combo,40,90,,W1,Slab-on-grade,Unknown,"""Wood, sheathing (continuous)""",Brick,Vinyl,None,,yes,Right,Double garage door (unknown),"""Wood, rafter""",Unknown,,Plywood/OSB,Asphalt shingles (laminated),Unknown,8,,some of the roof has a tarp on it.,0,0,18,0,0,0,1,0,Front,None,0,40,1,,,,,,,,,,,,,"KM, LMR,HZR",3,No view of back available.
